bidId,issueDate,title,invitationNum,bidDueDate,stageId,bidResponseFormat,bidTemplateType,bidTypeId,byInvitation,companyId,stageStr,bidResponseFormatStr,page_scrape,estimatedBid,County,CategoriesList,url
111893,2023-11-30 07:58:41.430,TOWING SERVICE ROTATION LIST,23-29SN,2024-01-16 13:00:00.000,3,1,4,4,False,13982,Bidding,Electronic,1,,San Diego,['13886 - Vehicle Towing And Storage '],https://pbsystem.planetbids.com/portal/13982/bo/bo-detail/111893
111401,2023-11-03 11:37:59.640,eFTIP Service (SaaS) Application,24-027,2023-12-15 10:00:00.000,3,1,4,4,False,14434,Bidding,Electronic,1,,Los Angeles,"['144321 - Computer Software', '144323 - Computer Services', '144352 - Computer Software Consulting ', '144391 - Information Systems']",https://pbsystem.planetbids.com/portal/14434/bo/bo-detail/111401
111920,2023-11-21 08:20:18.313,Indirect Cost Rate Proposal (ICRP) Development and Sub-Award Administration Support,24-029,2023-12-21 15:00:00.000,3,1,1,4,False,14434,Bidding,Electronic,1,,Los Angeles,"['144321 - Computer Software', '144323 - Computer Services', '144324 - Telecommunications', '144341 - Registrations (Training/Seminars)', '144343 - Graphic Design Services', '144344 - Project Management', '144346 - Accounting/Auditing/Budget Consulting ', '144347 - Administrative Consulting ', '144348 - Modeling-Analytical Studies & Surveys', '144349 - Aviation Consulting ', '144350 - Communications: Public Relations Consulting ', '144351 - Computer Hardware Consulting ', '144352 - Computer Software Consulting ', '144353 - Economy Consulting ', '144354 - Education And Training Consulting ', '144355 - Employee Benefits Consulting ', '144356 - Environmental Consulting ', '144357 - Feasibility Studies (Consulting) ', '144358 - Legal Consulting', '144359 - Finance/Economics Consulting ', '144360 - Governmental Consulting ', '144361 - Housing Consulting ', '144362 - Human Relations Consulting ', '144363 - Human Resources Consulting', '144364 - Management Consulting ', '144365 - Marketing Consulting ', '144366 - Minority And Small Business Consulting ', '144367 - Organizational Development Consulting ', '144368 - Personnel/Employment Consulting (Human Resources)', '144369 - Urban Planning Consulting ', '144370 - Security/Safety Consulting ', '144371 - Traffic Consulting ', '144372 - Telecommunications Consulting ', '144373 - Transportation Consulting ', '144374 - Gas, Water, Electric Consulting ', '144376 - Translation Services ', '144381 - Image Setting', '144383 - Organizational, Financial, & Performance Audits/Professional Services', '144384 - Administrative Services', '144385 - Survey and Data Collection', '144386 - Travel Demand Model Improvement', '144387 - Geographic Information System', '144388 - Software Support for Studies & Surveys', '144389 - Regional Data Systems', '144390 - Computer Service Center', '144391 - Information Systems', '144394 - Government Relations', '144395 - Institutional Analysis', '145545 - Executive Search', '145546 - Insurance Broker Services', '145547 - Legistative Services', '145548 - Alternative Dispute Resolution', '145549 - Organizational & Staff Development', '145550 - Social Economic Impact Analysis', '145551 - Social Justice/Equity Analysis', '145552 - Growth Visioning Planning', '145553 - Highway Corridor Analysis', '145554 - Rail Planning & Analysis', '145555 - Transit & Non-motorized Planning & Analysis', '145556 - Transportation Management & Coordination', '145557 - Truck Lane Analysis/Goods Movement', '145558 - Transporation Financing', '145559 - Transportation & Economic Development', '145560 - Transportation Investment Analysis', '145561 - Transportation Modeling Support', '145562 - Air Quality Planning & Modeling', '145563 - Water Supply Analysis']",https://pbsystem.planetbids.com/portal/14434/bo/bo-detail/111920
112251,2023-12-04 16:43:43.327,OCTA Bus Stop Safety and Accessibility Plan,24-033,2024-01-08 10:00:00.000,3,1,4,4,False,14434,Bidding,Electronic,1,,Los Angeles,"['144369 - Urban Planning Consulting ', '144370 - Security/Safety Consulting ', '144371 - Traffic Consulting ', '144373 - Transportation Consulting ', '145552 - Growth Visioning Planning', '145553 - Highway Corridor Analysis', '145555 - Transit & Non-motorized Planning & Analysis', '145556 - Transportation Management & Coordination', '145559 - Transportation & Economic Development', '145560 - Transportation Investment Analysis', '145561 - Transportation Modeling Support']",https://pbsystem.planetbids.com/portal/14434/bo/bo-detail/112251
112334,2023-12-07 09:03:53.960,Water Resolution White Paper – Phase 1,24-014,2024-01-08 15:30:00.000,3,1,1,4,False,14434,Bidding,Electronic,1,,Los Angeles,"['144313 - Architects, Engineer', '144321 - Computer Software', '144323 - Computer Services', '144324 - Telecommunications', '144326 - Audio Visual Equipment', '144331 - Maintenance Agreement', '144332 - Copiers/Mimeo/Dupl.', '144341 - Registrations (Training/Seminars)', '144343 - Graphic Design Services', '144344 - Project Management', '144345 - Mailing Services & Electronic Info.', '144346 - Accounting/Auditing/Budget Consulting ', '144347 - Administrative Consulting ', '144348 - Modeling-Analytical Studies & Surveys', '144349 - Aviation Consulting ', '144350 - Communications: Public Relations Consulting ', '144351 - Computer Hardware Consulting ', '144352 - Computer Software Consulting ', '144353 - Economy Consulting ', '144354 - Education And Training Consulting ', '144355 - Employee Benefits Consulting ', '144356 - Environmental Consulting ', '144357 - Feasibility Studies (Consulting) ', '144358 - Legal Consulting', '144359 - Finance/Economics Consulting ', '144360 - Governmental Consulting ', '144361 - Housing Consulting ', '144362 - Human Relations Consulting ', '144363 - Human Resources Consulting', '144364 - Management Consulting ', '144365 - Marketing Consulting ', '144366 - Minority And Small Business Consulting ', '144367 - Organizational Development Consulting ', '144368 - Personnel/Employment Consulting (Human Resources)', '144369 - Urban Planning Consulting ', '144370 - Security/Safety Consulting ', '144371 - Traffic Consulting ', '144372 - Telecommunications Consulting ', '144373 - Transportation Consulting ', '144374 - Gas, Water, Electric Consulting ', '144375 - Catering, Concessions, Vending: Mobile And Stationary (See Class 905 For Airport Concessions)', '144377 - Printing And Typesetting Services', '144378 - Copying Services (Reproduction) ', '144381 - Image Setting', '144382 - Premium/Promotional Items', '144383 - Organizational, Financial, & Performance Audits/Professional Services', '144384 - Administrative Services', '144385 - Survey and Data Collection', '144386 - Travel Demand Model Improvement', '144387 - Geographic Information System', '144388 - Software Support for Studies & Surveys', '144389 - Regional Data Systems', '144390 - Computer Service Center', '144391 - Information Systems', '144392 - Unix Systems Support', '144393 - Macintosh Computer Technical Support', '144394 - Government Relations', '144395 - Institutional Analysis', '145545 - Executive Search', '145546 - Insurance Broker Services', '145547 - Legistative Services', '145548 - Alternative Dispute Resolution', '145549 - Organizational & Staff Development', '145550 - Social Economic Impact Analysis', '145551 - Social Justice/Equity Analysis', '145552 - Growth Visioning Planning', '145553 - Highway Corridor Analysis', '145554 - Rail Planning & Analysis', '145555 - Transit & Non-motorized Planning & Analysis', '145556 - Transportation Management & Coordination', '145557 - Truck Lane Analysis/Goods Movement', '145558 - Transporation Financing', '145559 - Transportation & Economic Development', '145560 - Transportation Investment Analysis', '145561 - Transportation Modeling Support', '145562 - Air Quality Planning & Modeling', '145563 - Water Supply Analysis', '145565 - Bottled Water']",https://pbsystem.planetbids.com/portal/14434/bo/bo-detail/112334
112397,2023-12-08 14:28:33.113,Dynamic Traffic Assignment with SCAG Regional Travel Demand Model,24-031,2024-01-09 15:00:00.000,3,1,4,4,False,14434,Bidding,Electronic,1,,Los Angeles,"['144369 - Urban Planning Consulting ', '144371 - Traffic Consulting ', '144373 - Transportation Consulting ', '145552 - Growth Visioning Planning', '145555 - Transit & Non-motorized Planning & Analysis', '145561 - Transportation Modeling Support']",https://pbsystem.planetbids.com/portal/14434/bo/bo-detail/112397
111588,2023-11-09 17:15:49.100,Cost of Service Study Consultant,RFP 10090098-24-K,2023-12-11 14:00:00.000,3,3,1,4,False,17950,Bidding,Electronic and Paper,1,,San Diego,"['15308 - Solid Wastes; Disposal Systems - Architectural Services ', '15417 - Communications And Media Related Services ', '15419 - Consulting Services', '15421 - Administrative Consulting ', '15434 - Communications: Public Relations Consulting ', '15435 - Community Development Consulting ', '15440 - Economy Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ', '15537 - Cost Estimating ', '15678 - Solid Or Liquid Waste Disposal (Including Management Services) (See 926-45 For Hazardous Waste Disposal)', '109931 - Landfill Services ', '121138 - Other Scientific and Technical Consulting Services', '152892 - Solid Waste Landfill', '152893 - Environmental Consulting Service']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111588
111641,2023-11-13 11:15:31.780,Finance Audit Consulting Services,FS-24-01,2023-12-11 23:59:00.000,3,1,1,4,False,17950,Bidding,Electronic,1,,San Diego,"['8849 - Financial Transactions Processing', '15420 - Accounting/Auditing/Budget Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ', '15493 - Auditing ']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111641
111537,2023-11-09 11:25:47.107,Slurry Seal Group 2326,K-24-2240-DBB-3,2023-12-12 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,"5,540,000.00",San Diego,"['15388 - Construction Services, General (Incl. Maintenance And Repair Services)', '15398 - Construction Services, Trade (New Construction)', '121101 - Highway, Street, and Bridge Construction', '121111 - Electrical Contractors and Other Wiring Installation Contractors', '121124 - Engineering Services', '121136 - Direct Property and Casualty Insurance Carriers']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111537
110266,2023-10-02 07:33:55.537,Inspector Project Monitor,RFP 10090067-24-K,2023-12-13 14:00:00.000,3,3,1,4,False,17950,Bidding,Electronic and Paper,1,,San Diego,"['15356 - Lead Abatement Services ', '15426 - Asbestos Consulting ', '15541 - Decontamination Services (Incl. Hazardous Material Decontamination) ', '15552 - Laboratory And Field Testing Services (Not Otherwise Classified) Incl. Hazardous Waste', '15567 - Testing and Monitoring Service']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/110266
111237,2023-11-02 07:50:44.120,As-Needed Civil Engineering Services,"H2426363-M, H2426364-M & H2426365-M",2023-12-14 16:00:00.000,3,1,4,4,False,17950,Bidding,Electronic,1,,San Diego,"['15425 - Analytical Studies And Surveys (Consulting) ', '15434 - Communications: Public Relations Consulting ', '15435 - Community Development Consulting ', '15444 - Engineering Consulting ', '15480 - Engineering Services, Professional', '15537 - Cost Estimating ', '121124 - Engineering Services', '121140 - Public Relations Agencies']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111237
111847,2023-11-17 12:17:21.847,Landfill Scale House Ticketing System REBID,RFP 10090012-24-K,2023-12-18 14:00:00.000,3,3,1,4,False,17950,Bidding,Electronic and Paper,1,,San Diego,"['15111 - Computers, Hardware, Software', '15234 - Scales And Weighing Apparatus (See 175-08 For Laboratory Balances) ', '15316 - Communications Systems; Tv; Microwave; Telephone; Computer ', '15478 - Data Processing, Computer, Programming, And Software Services', '15512 - Fleet Management Services ', '15661 - Public Works And Related Services', '15678 - Solid Or Liquid Waste Disposal (Including Management Services) (See 926-45 For Hazardous Waste Disposal)', '109931 - Landfill Services ']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111847
111330,2023-12-01 17:04:16.833,Laundry Trailers for Homeless Shelters,10090093-24-V,2023-12-18 15:00:00.000,3,3,1,1,False,17950,Bidding,Electronic and Paper,1,,San Diego,"['653 - Rental Or Lease Services Of Clothing, Janitorial, Laundry, Lawn, Painting, Spraying, Laboratory And Textile Equipment', '15624 - Moving: House, Portable Building, Etc. ', '121139 - Other Commercial and Industrial Equip Rental']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111330
111688,2023-11-14 11:13:26.197,High Cost of Affordable Housing Study,RED-24-06,2023-12-19 14:00:00.000,3,1,4,4,False,17950,Bidding,Electronic,1,,San Diego,"['15419 - Consulting Services', '15446 - Feasibility Studies (Consulting) ', '15451 - Governmental Consulting ', '15453 - Housing Consulting ', '15470 - Real Estate/Land Consulting (Including Land Survey Consulting)', '15472 - Urban Planning Consulting ']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111688
111967,2023-11-22 10:32:53.467,Elevator and Escalator Mainteance for Various City Locations,10090103-24-O,2023-12-19 15:00:00.000,3,1,1,1,False,17950,Bidding,Electronic,1,,San Diego,"['15133 - Elevators, Escalators, And Moving Walks (Building Type)', '15338 - Elevator Installation, Maintenance And Repair ']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111967
111176,2023-10-27 15:43:12.840,"As-Needed Installation, Repair, and Rental of Fences, Gates, Nets and Barriers",10089851-24-G,2023-12-20 15:00:00.000,3,3,1,1,False,17950,Bidding,Electronic and Paper,1,,San Diego,"['662 - Fence Installation, Maintenance And Repair ', '15140 - Fencing ', '15327 - Building Maintenance, Installation And Repair Services ', '15332 - Carpentry Maintenance And Repair Services', '15359 - Metal Work Maintenance And Repair (Incl. Metal Refinishing Services) ', '15388 - Construction Services, General (Incl. Maintenance And Repair Services)', '15486 - Equipment Maintenance And Repair Services For General Equipment']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111176
112023,2023-11-27 13:28:46.550,Human Resources Information System,HR-24-05,2024-01-03 14:00:00.000,3,1,1,4,False,17950,Bidding,Electronic,1,,San Diego,"['8849 - Financial Transactions Processing', '15437 - Computer Software Consulting ', '15455 - Human Resources Consulting', '15467 - Personnel/Employment Consulting (Human Resources)', '15478 - Data Processing, Computer, Programming, And Software Services', '15492 - Financial Services ', '121137 - Payroll Services']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112023
112394,2023-12-08 14:40:53.877,Activated Carbon Filter Media and Services for Otay Water Treatment Plant (OWTP),10090118-24-H,2024-01-03 15:00:00.000,3,3,1,1,False,17950,Bidding,Electronic and Paper,1,Not Found,,[],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112394
111614,2023-12-04 12:29:33.230,Montezuma/Mid-City Pipeline Phase 2 and 70th Alvarado to Saranac Sidewalk,K-24-1821-DBB-3-D-C,2024-01-04 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111614
111884,2023-11-21 08:43:19.120,Alvarado 2nd Extension Pipeline,K-24-2005-DBB-3-C,2024-01-08 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111884
112081,2023-11-28 17:05:38.953,"Property Assessment District Administration for Annual Report Updates, Assessment Calculation, and Reporting for the City of San Diego",10090107-24-S,2024-01-09 14:00:00.000,3,3,1,4,False,17950,Bidding,Electronic and Paper,1,Not Found,,[],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112081
111677,2023-11-14 10:09:16.143,Design of Kensington North Storm Drain Replacement,H2326239,2024-01-09 16:00:00.000,3,1,4,4,False,17950,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111677
112005,2023-11-30 12:02:50.970,Urban Village Idea Lab HVAC Replacement,L-24-2257-DBB-2,2024-01-10 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112005
112363,2023-12-08 09:21:43.160,Slurry Seal Group 2423,K-24-2244-DBB-3,2024-01-11 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112363
111819,2023-11-16 16:03:19.293,Design of Lake Hodges Dam Replacement,H2426386-M,2024-01-18 16:00:00.000,3,1,4,4,False,17950,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/111819
112048,2023-11-28 11:22:44.923,La Jolla Farms Outfall Repair,K-24-2232-DBB-2,2024-01-25 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,,San Diego,"['15388 - Construction Services, General (Incl. Maintenance And Repair Services)', '15398 - Construction Services, Trade (New Construction)', '121101 - Highway, Street, and Bridge Construction', '121120 - Site Preparation Contractors', '121121 - All Other Specialty Trade Contractors', '121124 - Engineering Services', '121130 - Landscaping Services', '121136 - Direct Property and Casualty Insurance Carriers', '121138 - Other Scientific and Technical Consulting Services', '140464 - Water and Sewer Line and Related Structures Construction']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112048
112002,2023-11-29 12:04:50.150,Southcrest Green Infrastructure,K-24-1973-DBB-3,2024-01-30 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112002
112361,2023-12-08 09:21:18.860,San Ysidro Activity Center Improvements,K-24-2246-DBB-3,2024-02-01 14:00:00.000,3,1,2,1,False,17950,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/112361
61440,2019-04-11 14:42:12.620,Request For Statement of Qualifications (RFSQ) for Bond and Outside Disclosure Counsel,10089554-19-R,2024-05-02 14:00:00.000,3,1,1,16,False,17950,Bidding,Electronic,1,,San Diego,"['15553 - Legal Services, Attorneys ']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/61440
79912,2021-02-02 11:24:56.943,"""Continuous"" Special Financing District Consultant and/or Financial and Economic Consultant",10089743-21-W,2026-02-28 14:00:00.000,3,3,1,16,False,17950,Bidding,Electronic and Paper,1,,San Diego,"['8849 - Financial Transactions Processing', '15440 - Economy Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ', '15542 - Economic Development, Domestic And Foreign ', '15543 - Economic Impact Studies ']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/79912
80690,2021-03-01 09:34:11.147,"(""Continuous"") Establish a Qualified Pool of Underwriters and Commercial Paper Dealers",10089751-21-W,2026-03-31 14:00:00.000,3,3,1,16,False,17950,Bidding,Electronic and Paper,1,,San Diego,"['8849 - Financial Transactions Processing', '15440 - Economy Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ', '15542 - Economic Development, Domestic And Foreign ', '15543 - Economic Impact Studies ']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/80690
81268,2021-03-18 08:16:15.650,"(""Continuous"") Establish a Qualified Pool of Municipal Advisors",10089754-21-W,2026-04-17 14:00:00.000,3,1,1,16,False,17950,Bidding,Electronic,1,,San Diego,"['8849 - Financial Transactions Processing', '15440 - Economy Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ', '15542 - Economic Development, Domestic And Foreign ', '15543 - Economic Impact Studies ']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/81268
82894,2021-05-05 09:09:48.360,"(""Continuous"") Establish a Qualified Pool of Bank Credit and Loan Facility Services",10089764-21-W,2026-05-31 14:00:00.000,3,1,1,16,False,17950,Bidding,Electronic,1,,San Diego,"['8847 - Commercial Banking', '8848 - Investment Banking and Securities Dealings', '8849 - Financial Transactions Processing', '15440 - Economy Consulting ', '15447 - Finance/Economics Consulting ', '15492 - Financial Services ']",https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/82894
99003,2022-10-17 15:34:33.880,Property Acquisition Submittal,RED-RFQ-23-18,2032-10-01 15:00:00.000,3,1,4,1,False,17950,Bidding,Electronic,1,,San Diego,['15562 - Real Estate Services'],https://pbsystem.planetbids.com/portal/17950/bo/bo-detail/99003
111520,2023-11-09 14:37:19.237,Iris Bus Stops (Group A) & Transit Center East (Group B) Construction Project,PWB380.0-24,2023-12-18 14:00:00.000,3,1,2,1,False,14771,Bidding,Electronic,1,"$2,800,017.00",San Diego,"['151112 - Design/Building, Contractors', '151114 - Electrical, Contractors', '151116 - General, Contractors', '151127 - Misc, Contractors']",https://pbsystem.planetbids.com/portal/14771/bo/bo-detail/111520
110996,2023-10-20 10:57:34.407,Joint VMI Program for Bus Parts - RFP,B0762.0-24,2023-12-19 16:00:00.000,3,1,4,4,False,14771,Bidding,Electronic,1,,San Diego,['151019 - All Bus Parts'],https://pbsystem.planetbids.com/portal/14771/bo/bo-detail/110996
111768,2023-11-15 15:43:35.237,America Plaza Pedestrian Enhancement Construction Project - Prequalification of Bidders,PWB382.0-24,2023-12-21 16:00:00.000,3,1,1,16,False,14771,Bidding,Electronic,1,Not Found,,[],https://pbsystem.planetbids.com/portal/14771/bo/bo-detail/111768
